,0
0,0.06803252637928157
1,0.06060417309670618
2,0.06035712640797751
3,0.06034944658353731
4,0.06033803449015803
5,0.060310783003728545
6,0.06029115189338974
7,0.06027903009400244
8,0.06026652921960357
9,0.06025733899088067
10,0.06025228223448636
11,0.06025013577475495
12,0.06024935475105762
13,0.06024917471892808
14,0.060249113158783424
15,0.06024903063932872
16,0.060248846132469926
17,0.06024843608892608
18,0.060247569204018775
19,0.06024600295200876
20,0.060243991316832994
21,0.06024189853133764
22,0.06023982059082753
23,0.06023798761241132
24,0.06023623158822589
25,0.06023445792479094
26,0.06023266712546766
27,0.06023090578037495
28,0.06022920826268799
29,0.060227578278290006
30,0.0602260027564601
31,0.060224468662608804
32,0.060222968951136636
33,0.06022150033466913
34,0.060220059759540936
35,0.06021864321992369
36,0.060217246554142484
37,0.06021586645928915
38,0.060214500683534344
39,0.06021314747748649
40,0.06021180489009814
41,0.06021047034984975
42,0.06020914060452753
43,0.06020781186151223
44,0.060206479954635995
45,0.06020514045520032
46,0.060203788724360746
47,0.060202447648810456
48,0.06020113885441935
49,0.06019985508226399
50,0.06019858986635313
51,0.06019733752637063
52,0.06019609272562699
53,0.060194850211678974
54,0.06019360469591376
55,0.060192350821692796
56,0.06019108318111445
57,0.06018979649829017
58,0.060188486849022775
59,0.06018714885726828
60,0.06018577718018795
61,0.060184366509905066
62,0.06018291152873131
63,0.06018140685565543
64,0.060179846990871456
65,0.060178226263856126
66,0.06017653878916695
67,0.06017477843226189
68,0.060172938785686955
69,0.06017101315439957
70,0.06016899454805553
71,0.060166875677819615
72,0.06016464895554078
73,0.06016230649377001
74,0.0601598401058935
75,0.060157241306435766
76,0.06015450131222341
77,0.060151611045508896
78,0.060148561140303924
79,0.06014534195308378
80,0.06014194357875939
81,0.06013835587245192
82,0.06013456847722949
83,0.06013057085764272
84,0.0601263523386611
85,0.06012190214947701
86,0.06011720947158933
87,0.06011226349057273
88,0.06010705345094587
89,0.06010156871353993
90,0.060095798814720706
91,0.060089733526732296
92,0.06008336291831629
93,0.06007667741464517
94,0.06006966785551063
95,0.060062325550654876
96,0.060054642331137185
97,0.06004661059569583
98,0.06003822335119498
99,0.06002947424642496
100,0.06002035759874032
101,0.06001086841325712
102,0.06000100239457524
103,0.059990755951229956
104,0.05998012619330186
105,0.05996911092381341
106,0.05995770862471192
107,0.05994591843837146
108,0.05993374014564021
109,0.05992117414150872
110,0.05990822140947908
111,0.059894883495676565
112,0.05988116248366708
113,0.0598670609708328
114,0.05985258204702102
115,0.0598377292760285
116,0.059822506680320416
117,0.059806918729221836
118,0.0597909703306643
119,0.059774666826428985
120,0.0597580139907042
121,0.05974101803167322
122,0.05972368559576921
123,0.05970602377417876
124,0.05968804011114367
125,0.05966974261359937
126,0.05965113976169747
127,0.05963224051978456
128,0.05961305434744725
129,0.05959359121028154
130,0.05957386159009921
131,0.05955387649434133
132,0.05953364746452853
133,0.05951318658363407
134,0.05949250648231981
135,0.059471620344023333
136,0.059450541908926874
137,0.05942928547687448
138,0.05940786590933206
139,0.05938629863050681
140,0.05936459962775795
141,0.05934278545143913
142,0.05932087321431772
143,0.05929888059071514
144,0.059276825815509124
145,0.05925472768313217
146,0.05923260554669272
147,0.0592104793173372
148,0.05918837198796883
149,0.05916632329023912
150,0.05914435529950946
151,0.05912249056033435
152,0.05910075213007067
153,0.059079163554172066
154,0.05905774884373012
155,0.05903653247144506
156,0.059015539372347624
157,0.058994794943081394
158,0.0589743250389728
159,0.058954155970253205
160,0.058934314498591094
161,0.05891482783437372
162,0.05889572363479436
163,0.05887703000280142
164,0.05885877548714097
165,0.058840989083935466
166,0.058823700240462955
167,0.05880696982207043
168,0.058790984637709306
169,0.05877576454002571
170,0.0587613267906677
171,0.05874768791383115
172,0.05873486431311258
173,0.058722870143636065
174,0.05871171584683168
175,0.05870140754841199
176,0.05869194681617335
177,0.05868333036873112
178,0.05867554964063145
179,0.05866859027256571
180,0.05866243160915298
181,0.05865704625489526
182,0.05865239972471829
183,0.05864845023687816
184,0.058645148718783756
185,0.058642439117782906
186,0.05864025912147744
187,0.05863857781132495
188,0.05863733128109709
189,0.058636398960449546
190,0.05863568691147979
191,0.05863512200640326
192,0.058634648035206245
193,0.05863423473894297
194,0.0586338423770626
195,0.05863342257916731
196,0.05863293230737081
197,0.05863232729079162
198,0.05863155888093395
199,0.05863057485627201
200,0.05862932442893129
201,0.05862776711758064
202,0.058625883068432694
203,0.058623680308475146
204,0.05862119476093605
205,0.058618482387684565
206,0.058615606950643946
207,0.05861262829854225
208,0.058609594368799194
209,0.05860653740778318
210,0.05860347317994943
211,0.05860043740401782
212,0.05859742651985667
213,0.05859441495791339
214,0.058591477423216076
215,0.05858874855332148
216,0.05858616847815974
217,0.058583689392286635
218,0.05858126943858332
219,0.058578872540299684
220,0.058576470128142925
221,0.0585740418789824
222,0.0585715757118441
223,0.058569067355489494
224,0.058566519571239616
225,0.0585640002416894
226,0.05856152369630964
227,0.05855908716501
228,0.05855667940863871
229,0.05855429740635797
230,0.05855196785731654
231,0.058549730898132986
232,0.0585475734056207
233,0.0585454581885935
234,0.05854336564215927
235,0.05854130943782346
236,0.058539308973839965
237,0.058537356775326684
238,0.058535423603670464
239,0.058533626801685286
240,0.05853193881686113
241,0.058530330886960524
242,0.05852877985437049
243,0.05852726737320133
244,0.05852578019558102
245,0.05852430830632694
246,0.05852284325349654
247,0.05852137732326053
248,0.05851990321832583
249,0.05851841392211399
250,0.058516902621732265
251,0.0585153626831554
252,0.058513832944306905
253,0.05851234867975858
254,0.05851093684655401
255,0.058509555690978626
256,0.05850816970171328
257,0.058506779737752194
258,0.05850540538675587
259,0.058504050936744975
260,0.05850270034539006
261,0.05850135254405439
262,0.05850001580453224
263,0.05849868900676164
264,0.058497372266335154
265,0.058496065522747734
266,0.058494768275039515
267,0.05849347974515835
268,0.05849219889091318
269,0.058490924451383146
270,0.05848965502593399
271,0.05848838915618927
272,0.05848712540258802
273,0.05848586241025572
274,0.05848459895927973
275,0.05848333399624916
276,0.05848206664633479
277,0.05848079620783619
278,0.05847952213337432
279,0.0584782440032689
280,0.058476961496967
281,0.05847567436778861
282,0.05847438242496912
283,0.05847308552529421
284,0.05847178357482887
285,0.05847047653958765
286,0.05846916446266925
287,0.05846784748450452
288,0.058466531253035095
289,0.058465224934083314
290,0.058463926394342544
291,0.05846263332692451
292,0.058461343589551545
293,0.05846005535108091
294,0.05845876706728834
295,0.058457477415831176
296,0.05845618525745705
297,0.058454889635330985
298,0.058453589796352796
299,0.05845228521555719
300,0.05845097561336351
301,0.05844966096388166
302,0.05844835032167014
303,0.05844704534699709
304,0.0584457465856319
305,0.058444454425600235
306,0.05844316898350918
307,0.058441890207976105
308,0.05844061794058154
309,0.05843935197477904
310,0.05843809209642796
311,0.05843683810175131
312,0.05843558980182881
313,0.058434347022715175
314,0.058433109606360015
315,0.058431877413490776
316,0.05843065032740184
317,0.05842942825712323
318,0.058428211138881164
319,0.058426998935367375
320,0.058425791632748914
321,0.05842458923554105
322,0.05842339175953784
323,0.0584221992230529
324,0.05842101163681562
325,0.058419828992983806
326,0.05841865125383783
327,0.05841747834077893
328,0.058416310124243705
329,0.058415146415070306
330,0.058413986957720744
331,0.05841283142560144
332,0.05841169072466847
333,0.05841058828088906
334,0.058409521675109065
335,0.058408488488500644
336,0.05840748635636481
337,0.05840651296372091
338,0.0584055660743867
339,0.0584046435895505
340,0.05840374359229349
341,0.05840286435778225
342,0.05840200433585629
343,0.058401162121560705
344,0.05840033642678368
345,0.0583995260593868
346,0.058398729910372024
347,0.058397946946584504
348,0.05839717620596024
349,0.058396416793232486
350,0.05839566787521351
351,0.05839492867564031
352,0.05839419846995193
353,0.05839347658037088
354,0.0583927623714924
355,0.05839205524640767
356,0.05839135464327889
357,0.05839066003225591
358,0.05838997091264859
359,0.05838928681031048
360,0.05838860727522444
361,0.058387931879298714
362,0.05838726021438423
363,0.058386591890517814
364,0.05838592653438569
365,0.05838526378799516
366,0.0583846033075364
367,0.05838394476241573
368,0.058383287834440134
369,0.05838263221713436
370,0.058381977615170916
371,0.058381323743894854
372,0.05838067032892446
373,0.05838001710581011
374,0.058379363877646535
375,0.05837871040981252
376,0.058378056463574544
377,0.05837740180931194
378,0.058376746226138476
379,0.05837608950155575
380,0.058375431431133634
381,0.05837477181821753
382,0.058374110473608826
383,0.05837344721521669
384,0.058372781867674216
385,0.05837211426193021
386,0.05837144423482608
387,0.058370771628669146
388,0.05837009629081043
389,0.05836941807323224
390,0.05836873683214959
391,0.058368052427628235
392,0.05836736472322149
393,0.05836667358562873
394,0.058365978884377265
395,0.05836528049152938
396,0.058364578281415475
397,0.058363872130392874
398,0.058363161916629575
399,0.05836244751991084
400,0.058361728821466376
401,0.05836100570381488
402,0.05836027805062318
403,0.05835954574657645
404,0.05835880867725673
405,0.05835806672902656
406,0.05835731978891536
407,0.058356567744506066
408,0.0583558104838205
409,0.058355047895201545
410,0.058354279867191924
411,0.05835350628840846
412,0.05835272704741218
413,0.05835194203257457
414,0.05835115113194076
415,0.05835035423309055
416,0.0583495512229986
417,0.05834874198789536
418,0.05834792641312978
419,0.05834710438303558
420,0.05834627578080246
421,0.058345440488353176
422,0.058344598386228054
423,0.058343749353477484
424,0.058342893267563166
425,0.05834203000426861
426,0.058341159437619146
427,0.05834028143981124
428,0.05833939588115117
429,0.0583385026300026
430,0.05833760155274249
431,0.05833669251372486
432,0.058335775375251676
433,0.05833484999755017
434,0.05833391623875594
435,0.058332973954901085
436,0.05833202299990699
437,0.0583310632255809
438,0.05833009448161631
439,0.05832911661559656
440,0.058328129473001526
441,0.05832713289721741
442,0.058326126729549704
443,0.05832511080923922
444,0.05832408497348192
445,0.05832304905745225
446,0.05832200289433082
447,0.05832094631533668
448,0.05831987914976455
449,0.05831880122502755
450,0.0583177123667058
451,0.05831661239860133
452,0.05831550114279963
453,0.058314378419738216
454,0.05831324404828233
455,0.058312097845808354
456,0.05831093962829458
457,0.05830976921041991
458,0.05830858640567028
459,0.05830739102645289
460,0.05830618288421816
461,0.05830496178958948
462,0.05830372755250038
463,0.058302479982339325
464,0.058301218888101636
465,0.05829994407854878
